test_taker_id,speech_prompt,essay_prompt,L1
06642,P2,P3,JPN
06643,P9,P0,SPA
06645,P2,P3,ITA
06646,P1,P2,ITA
06647,P6,P5,FRE
06648,P2,P3,CHI
06650,P8,P7,FRE
06652,P7,P6,FRE
06653,P4,P1,TUR
06654,P9,P0,JPN
06655,P8,P7,HIN
06656,P3,P4,HIN
06657,P1,P2,GER
06658,P8,P7,HIN
06659,P8,P7,CHI
06660,P8,P7,GER
06661,P3,P4,KOR
06663,P9,P0,ITA
06666,P7,P6,HIN
06667,P2,P3,HIN
06668,P3,P4,JPN
06669,P8,P7,JPN
06670,P6,P5,FRE
06671,P8,P7,ARA
06672,P2,P3,FRE
06673,P6,P5,ITA
06674,P3,P4,FRE
06675,P8,P7,JPN
06676,P3,P4,JPN
06677,P4,P1,JPN
06678,P4,P1,CHI
06680,P9,P0,ARA
06681,P9,P0,TUR
06682,P6,P5,ITA
06683,P3,P4,FRE
06684,P3,P4,SPA
06685,P8,P7,FRE
06686,P3,P4,SPA
06687,P1,P2,ITA
06688,P7,P6,GER
06689,P2,P3,ARA
06690,P2,P3,KOR
06691,P3,P4,CHI
06692,P1,P2,HIN
06693,P7,P6,HIN
06694,P2,P3,GER
06695,P8,P7,JPN
06696,P6,P5,JPN
06697,P6,P5,TEL
06698,P2,P3,GER
06699,P4,P1,TUR
06700,P8,P7,JPN
06701,P3,P4,TUR
06703,P3,P4,ARA
06704,P1,P2,ITA
06705,P2,P3,ITA
06706,P8,P7,KOR
06707,P7,P6,FRE
06708,P3,P4,FRE
06709,P6,P5,HIN
06710,P2,P3,JPN
06711,P1,P2,KOR
06712,P8,P7,ARA
06713,P7,P6,JPN
06714,P8,P7,HIN
06715,P9,P0,HIN
06716,P6,P5,ITA
06717,P3,P4,CHI
06719,P3,P4,TUR
06720,P8,P7,CHI
06721,P9,P0,JPN
06723,P8,P7,HIN
06724,P2,P3,TEL
06725,P4,P1,ARA
06726,P9,P0,FRE
06727,P4,P1,JPN
06728,P6,P5,ITA
06729,P1,P2,HIN
06730,P8,P7,ARA
06731,P6,P5,ARA
06732,P8,P7,GER
06733,P2,P3,TEL
06734,P4,P1,ARA
06735,P6,P5,TEL
06736,P3,P4,TUR
06738,P3,P4,CHI
06739,P9,P0,ITA
06740,P8,P7,TUR
06742,P3,P4,KOR
06743,P6,P5,JPN
06744,P9,P0,TEL
06745,P3,P4,TEL
06746,P1,P2,ITA
06747,P2,P3,SPA
06748,P4,P1,HIN
06749,P1,P2,HIN
06750,P3,P4,ARA
06751,P1,P2,SPA
06752,P2,P3,ARA
06753,P6,P5,JPN
06754,P2,P3,ITA
06755,P6,P5,TEL
06757,P1,P2,ITA
06758,P6,P5,FRE
06759,P2,P3,ITA
06760,P9,P0,SPA
06761,P8,P7,KOR
06762,P7,P6,KOR
06763,P1,P2,KOR
06765,P1,P2,ARA
06766,P3,P4,FRE
06768,P9,P0,TEL
06770,P6,P5,GER
06771,P2,P3,FRE
06772,P2,P3,TUR
06773,P7,P6,JPN
06775,P4,P1,TEL
06776,P1,P2,TUR
06778,P6,P5,GER
06779,P9,P0,GER
06780,P4,P1,ARA
06781,P7,P6,ITA
06782,P7,P6,CHI
06783,P3,P4,GER
06784,P8,P7,ITA
06785,P1,P2,KOR
06786,P9,P0,SPA
06787,P8,P7,TUR
06788,P8,P7,GER
06789,P7,P6,TEL
06790,P6,P5,FRE
06792,P8,P7,TEL
06794,P9,P0,KOR
06796,P3,P4,CHI
06797,P1,P2,CHI
06798,P2,P3,TUR
06799,P1,P2,KOR
06800,P7,P6,TEL
06801,P3,P4,JPN
06802,P1,P2,JPN
06803,P8,P7,GER
06804,P9,P0,SPA
06805,P4,P1,KOR
06807,P1,P2,TUR
06808,P8,P7,KOR
06809,P7,P6,ARA
06810,P8,P7,TEL
06811,P4,P1,SPA
06813,P2,P3,KOR
06814,P2,P3,TEL
06815,P6,P5,TEL
06816,P7,P6,KOR
06817,P2,P3,TUR
06818,P3,P4,HIN
06819,P2,P3,TUR
06820,P9,P0,ITA
06822,P1,P2,ARA
06823,P4,P1,SPA
06824,P1,P2,ITA
06825,P9,P0,JPN
06826,P1,P2,GER
06827,P2,P3,HIN
06828,P9,P0,TUR
06829,P7,P6,TUR
06830,P2,P3,SPA
06831,P2,P3,GER
06832,P7,P6,ARA
06833,P3,P4,CHI
06836,P3,P4,HIN
06837,P3,P4,HIN
06838,P7,P6,TEL
06839,P9,P0,SPA
06840,P1,P2,JPN
06841,P8,P7,TUR
06842,P7,P6,ITA
06843,P6,P5,TEL
06844,P2,P3,HIN
06845,P6,P5,JPN
06846,P6,P5,ARA
06847,P6,P5,ARA
06849,P4,P1,SPA
06850,P1,P2,ITA
06851,P6,P5,GER
06852,P7,P6,KOR
06853,P2,P3,HIN
06854,P1,P2,GER
06855,P8,P7,ITA
06856,P6,P5,JPN
06857,P3,P4,HIN
06858,P6,P5,JPN
06859,P2,P3,ARA
06860,P1,P2,SPA
06861,P8,P7,HIN
06863,P6,P5,GER
06865,P3,P4,ITA
06866,P3,P4,FRE
06867,P1,P2,GER
06868,P2,P3,FRE
06869,P9,P0,TUR
06871,P4,P1,TUR
06873,P3,P4,HIN
06874,P9,P0,CHI
06875,P6,P5,KOR
06876,P2,P3,HIN
06878,P8,P7,HIN
06879,P9,P0,CHI
06880,P3,P4,ARA
06881,P3,P4,CHI
06883,P6,P5,JPN
06885,P1,P2,GER
06886,P4,P1,SPA
06887,P1,P2,HIN
06889,P1,P2,HIN
06890,P6,P5,TUR
06891,P3,P4,ARA
06893,P9,P0,GER
06894,P2,P3,FRE
06895,P3,P4,TEL
06896,P9,P0,TUR
06897,P8,P7,ITA
06898,P9,P0,JPN
06901,P2,P3,TUR
06902,P6,P5,HIN
06903,P1,P2,GER
06904,P6,P5,ITA
06905,P6,P5,SPA
06906,P6,P5,ITA
06909,P8,P7,ITA
06910,P6,P5,SPA
06911,P1,P2,CHI
06913,P9,P0,ARA
06914,P4,P1,JPN
06915,P4,P1,GER
06918,P1,P2,HIN
06919,P1,P2,JPN
06920,P8,P7,TUR
06921,P6,P5,TUR
06922,P6,P5,ARA
06923,P7,P6,ARA
06924,P1,P2,HIN
06925,P3,P4,ITA
06926,P7,P6,HIN
06927,P6,P5,HIN
06928,P4,P1,FRE
06930,P6,P5,CHI
06931,P8,P7,TUR
06932,P1,P2,ARA
06933,P3,P4,HIN
06934,P8,P7,JPN
06935,P2,P3,CHI
06936,P6,P5,TUR
06937,P2,P3,JPN
06938,P2,P3,TUR
06939,P8,P7,GER
06940,P2,P3,HIN
06941,P8,P7,KOR
06942,P6,P5,TUR
06943,P1,P2,KOR
06945,P6,P5,KOR
06946,P9,P0,SPA
06947,P2,P3,TEL
06948,P9,P0,SPA
06949,P1,P2,GER
06950,P8,P7,FRE
06951,P7,P6,ITA
06952,P6,P5,TEL
06953,P2,P3,FRE
06954,P1,P2,HIN
06955,P6,P5,ARA
06956,P8,P7,CHI
06958,P4,P1,KOR
06959,P3,P4,KOR
06960,P1,P2,TUR
06961,P3,P4,FRE
06962,P4,P1,KOR
06963,P3,P4,HIN
06964,P9,P0,KOR
06965,P3,P4,FRE
06966,P9,P0,TUR
06967,P6,P5,CHI
06968,P1,P2,ITA
06969,P2,P3,ARA
06970,P2,P3,SPA
06971,P9,P0,TUR
06972,P4,P1,SPA
06973,P8,P7,JPN
06974,P4,P1,ARA
06975,P1,P2,ITA
06976,P7,P6,TEL
06977,P4,P1,JPN
06978,P4,P1,KOR
06979,P2,P3,ITA
06980,P9,P0,KOR
06981,P1,P2,CHI
06982,P8,P7,JPN
06983,P2,P3,CHI
06984,P1,P2,SPA
06985,P3,P4,JPN
06986,P6,P5,JPN
06987,P7,P6,FRE
06989,P6,P5,ITA
06990,P1,P2,GER
06992,P1,P2,TEL
06993,P7,P6,ARA
06994,P1,P2,GER
06995,P7,P6,TEL
06996,P6,P5,CHI
06997,P1,P2,ARA
06998,P8,P7,SPA
07001,P7,P6,GER
07002,P2,P3,JPN
07003,P6,P5,KOR
07004,P9,P0,FRE
07005,P1,P2,ARA
07009,P3,P4,FRE
07011,P2,P3,ARA
07012,P7,P6,KOR
07013,P7,P6,KOR
07014,P8,P7,FRE
07015,P8,P7,FRE
07016,P6,P5,CHI
07017,P4,P1,KOR
07018,P9,P0,SPA
07020,P2,P3,GER
07021,P1,P2,GER
07022,P6,P5,GER
07023,P1,P2,TEL
07024,P7,P6,FRE
07025,P8,P7,TUR
07026,P2,P3,CHI
07027,P6,P5,JPN
07028,P3,P4,SPA
07029,P1,P2,SPA
07031,P3,P4,HIN
07032,P6,P5,KOR
07033,P3,P4,TEL
07034,P1,P2,JPN
07035,P3,P4,ARA
07036,P9,P0,CHI
07037,P8,P7,KOR
07038,P8,P7,KOR
07042,P6,P5,HIN
07043,P3,P4,TEL
07044,P2,P3,SPA
07045,P3,P4,HIN
07046,P2,P3,TUR
07047,P2,P3,KOR
07049,P3,P4,KOR
07050,P1,P2,JPN
07052,P3,P4,ITA
07053,P9,P0,SPA
07054,P4,P1,KOR
07055,P6,P5,ARA
07056,P8,P7,KOR
07057,P6,P5,SPA
07059,P9,P0,ITA
07061,P9,P0,KOR
07062,P6,P5,HIN
07063,P8,P7,TEL
07065,P6,P5,JPN
07066,P9,P0,ARA
07067,P2,P3,KOR
07068,P9,P0,ARA
07069,P1,P2,TEL
07070,P3,P4,JPN
07071,P1,P2,SPA
07072,P6,P5,TEL
07073,P2,P3,SPA
07074,P6,P5,ITA
07075,P8,P7,TUR
07076,P8,P7,HIN
07077,P9,P0,FRE
07078,P6,P5,GER
07079,P7,P6,ARA
07080,P9,P0,TUR
07082,P4,P1,ARA
07083,P1,P2,JPN
07084,P4,P1,KOR
07085,P6,P5,GER
07087,P1,P2,ITA
07088,P8,P7,FRE
07089,P9,P0,TEL
07090,P6,P5,FRE
07091,P8,P7,HIN
07092,P3,P4,FRE
07094,P9,P0,ARA
07095,P1,P2,KOR
07097,P4,P1,TUR
07098,P1,P2,CHI
07100,P1,P2,TEL
07101,P9,P0,ITA
07104,P7,P6,ARA
07105,P3,P4,TUR
07107,P9,P0,FRE
07108,P2,P3,FRE
07110,P4,P1,CHI
07111,P1,P2,SPA
07112,P9,P0,GER
07113,P3,P4,CHI
07114,P6,P5,ITA
07115,P1,P2,JPN
07116,P9,P0,JPN
07117,P2,P3,TUR
07118,P2,P3,FRE
07119,P2,P3,JPN
07120,P2,P3,JPN
07121,P7,P6,ITA
07122,P2,P3,CHI
07123,P3,P4,TUR
07124,P4,P1,SPA
07126,P3,P4,TUR
07127,P4,P1,ARA
07128,P8,P7,ARA
07129,P1,P2,TUR
07130,P6,P5,ARA
07131,P2,P3,GER
07133,P1,P2,KOR
07135,P1,P2,TEL
07136,P1,P2,CHI
07137,P2,P3,TUR
07138,P2,P3,SPA
07139,P7,P6,FRE
07140,P7,P6,GER
07141,P4,P1,ARA
07142,P8,P7,ARA
07143,P7,P6,TEL
07144,P6,P5,ITA
07145,P8,P7,TEL
07146,P6,P5,JPN
07147,P3,P4,KOR
07148,P6,P5,TUR
07149,P7,P6,KOR
07150,P3,P4,GER
07151,P2,P3,FRE
07152,P7,P6,JPN
07154,P6,P5,HIN
07155,P8,P7,JPN
07156,P1,P2,TEL
07157,P3,P4,FRE
07159,P7,P6,JPN
07160,P2,P3,KOR
07161,P3,P4,TEL
07162,P6,P5,HIN
07163,P1,P2,ITA
07164,P7,P6,HIN
07165,P6,P5,KOR
07166,P7,P6,HIN
07167,P6,P5,TEL
07168,P1,P2,CHI
07169,P9,P0,JPN
07170,P8,P7,FRE
07171,P9,P0,ARA
07172,P1,P2,ITA
07174,P3,P4,JPN
07175,P2,P3,TUR
07177,P3,P4,FRE
07178,P3,P4,HIN
07179,P8,P7,JPN
07180,P8,P7,TEL
07181,P4,P1,ARA
07182,P7,P6,JPN
07183,P9,P0,KOR
07184,P9,P0,TEL
07185,P1,P2,TEL
07186,P8,P7,ITA
07187,P6,P5,ITA
07188,P7,P6,CHI
07189,P4,P1,FRE
07191,P2,P3,ITA
07192,P9,P0,JPN
07193,P2,P3,CHI
07194,P6,P5,ARA
07195,P2,P3,TEL
07196,P3,P4,ITA
07197,P6,P5,HIN
07198,P3,P4,SPA
07199,P1,P2,HIN
07200,P7,P6,ITA
07201,P4,P1,GER
07203,P1,P2,SPA
07204,P9,P0,GER
07205,P2,P3,SPA
07206,P3,P4,CHI
07207,P8,P7,TUR
07208,P4,P1,JPN
07209,P4,P1,CHI
07211,P8,P7,ARA
07212,P3,P4,HIN
07213,P3,P4,CHI
07214,P4,P1,CHI
07215,P9,P0,CHI
07216,P8,P7,TUR
07218,P1,P2,HIN
07219,P8,P7,GER
07220,P2,P3,JPN
07221,P8,P7,ARA
07222,P3,P4,ITA
07223,P9,P0,GER
07224,P2,P3,TUR
07225,P2,P3,ITA
07226,P3,P4,ARA
07227,P4,P1,JPN
07228,P9,P0,ITA
07229,P3,P4,GER
07230,P8,P7,TEL
07231,P9,P0,ARA
07232,P2,P3,FRE
07233,P2,P3,SPA
07234,P6,P5,FRE
07235,P9,P0,FRE
07237,P2,P3,JPN
07238,P1,P2,SPA
07239,P1,P2,TUR
07240,P4,P1,SPA
07243,P9,P0,GER
07244,P2,P3,HIN
07245,P8,P7,ITA
07246,P3,P4,ITA
07247,P6,P5,SPA
07248,P8,P7,ARA
07249,P3,P4,SPA
07250,P2,P3,JPN
07251,P8,P7,TUR
07252,P7,P6,TEL
07253,P7,P6,TEL
07254,P4,P1,ARA
07255,P4,P1,SPA
07256,P4,P1,JPN
07257,P4,P1,FRE
07258,P3,P4,SPA
07259,P1,P2,KOR
07261,P7,P6,HIN
07262,P2,P3,GER
07263,P8,P7,HIN
07265,P1,P2,ARA
07266,P6,P5,CHI
07267,P6,P5,CHI
07268,P1,P2,ITA
07269,P6,P5,KOR
07270,P7,P6,HIN
07271,P3,P4,TEL
07272,P4,P1,TEL
07273,P8,P7,CHI
07275,P8,P7,HIN
07277,P7,P6,GER
07278,P4,P1,HIN
07279,P1,P2,GER
07281,P6,P5,KOR
07282,P7,P6,KOR
07283,P4,P1,TUR
07284,P3,P4,TEL
07285,P2,P3,FRE
07286,P6,P5,HIN
07287,P8,P7,GER
07288,P2,P3,SPA
07289,P9,P0,SPA
07290,P2,P3,ARA
07291,P3,P4,TEL
07292,P2,P3,TEL
07293,P3,P4,JPN
07294,P2,P3,TEL
07295,P1,P2,GER
07296,P1,P2,TEL
07297,P8,P7,CHI
07298,P7,P6,JPN
07299,P4,P1,SPA
07300,P2,P3,ARA
07301,P6,P5,KOR
07302,P3,P4,KOR
07303,P9,P0,TEL
07304,P2,P3,HIN
07305,P8,P7,ARA
07306,P6,P5,ARA
07307,P1,P2,CHI
07308,P6,P5,KOR
07309,P9,P0,GER
07310,P8,P7,CHI
07311,P6,P5,TUR
07313,P1,P2,GER
07314,P1,P2,TEL
07315,P7,P6,KOR
07318,P4,P1,CHI
07319,P4,P1,KOR
07320,P2,P3,JPN
07321,P1,P2,TUR
07322,P9,P0,TUR
07324,P1,P2,CHI
07325,P3,P4,SPA
07326,P3,P4,FRE
07328,P6,P5,ARA
07329,P3,P4,ITA
07331,P4,P1,CHI
07332,P2,P3,CHI
07335,P7,P6,HIN
07336,P6,P5,ITA
07337,P2,P3,TEL
07338,P8,P7,ARA
07339,P6,P5,JPN
07340,P1,P2,ARA
07341,P3,P4,JPN
07342,P1,P2,TUR
07343,P4,P1,JPN
07344,P9,P0,CHI
07345,P1,P2,JPN
07346,P6,P5,SPA
07347,P1,P2,ITA
07348,P2,P3,FRE
07349,P8,P7,CHI
07350,P2,P3,FRE
07351,P7,P6,GER
07352,P1,P2,ARA
07353,P6,P5,CHI
07354,P6,P5,JPN
07355,P6,P5,KOR
07356,P9,P0,CHI
07357,P8,P7,CHI
07358,P3,P4,TEL
07359,P7,P6,ARA
07360,P2,P3,SPA
07361,P6,P5,HIN
07363,P3,P4,TEL
07364,P3,P4,TEL
07365,P7,P6,JPN
07366,P9,P0,TUR
07367,P7,P6,CHI
07368,P4,P1,KOR
07370,P6,P5,TEL
07371,P3,P4,SPA
07372,P7,P6,SPA
07374,P6,P5,SPA
07375,P7,P6,TEL
07376,P3,P4,TUR
07377,P4,P1,FRE
07378,P3,P4,TUR
07379,P2,P3,HIN
07380,P6,P5,SPA
07381,P7,P6,ARA
07382,P9,P0,ARA
07385,P2,P3,HIN
07386,P7,P6,ARA
07388,P8,P7,ARA
07389,P2,P3,TEL
07391,P8,P7,GER
07392,P3,P4,SPA
07393,P8,P7,ITA
07394,P4,P1,TEL
07395,P8,P7,ITA
07396,P7,P6,ARA
07397,P2,P3,HIN
07399,P2,P3,CHI
07400,P2,P3,TUR
07401,P6,P5,CHI
07402,P2,P3,KOR
07403,P6,P5,HIN
07405,P2,P3,SPA
07406,P1,P2,HIN
07408,P1,P2,SPA
07409,P3,P4,ARA
07410,P9,P0,SPA
07411,P8,P7,GER
07412,P6,P5,FRE
07413,P1,P2,JPN
07414,P8,P7,ARA
07415,P4,P1,SPA
07416,P3,P4,HIN
07417,P8,P7,SPA
07418,P3,P4,HIN
07419,P7,P6,HIN
07420,P1,P2,HIN
07421,P1,P2,TEL
07422,P3,P4,CHI
07425,P9,P0,FRE
07426,P2,P3,TEL
07427,P9,P0,HIN
07428,P6,P5,GER
07429,P9,P0,KOR
07430,P9,P0,TUR
07431,P8,P7,CHI
07432,P6,P5,SPA
07433,P9,P0,GER
07434,P6,P5,HIN
07435,P9,P0,ARA
07436,P7,P6,HIN
07437,P7,P6,ITA
07438,P6,P5,KOR
07439,P9,P0,GER
07441,P1,P2,JPN
07442,P9,P0,JPN
07443,P6,P5,HIN
07445,P2,P3,ITA
07446,P1,P2,GER
07447,P9,P0,CHI
07448,P2,P3,ARA
07449,P3,P4,TEL
07450,P3,P4,TEL
07452,P3,P4,KOR
07453,P8,P7,TEL
07454,P8,P7,KOR
07455,P9,P0,SPA
07456,P9,P0,JPN
07457,P9,P0,JPN
07458,P1,P2,GER
07459,P4,P1,JPN
07460,P3,P4,GER
07461,P9,P0,FRE
07463,P6,P5,GER
07464,P6,P5,KOR
07465,P3,P4,ITA
07466,P3,P4,GER
07467,P8,P7,CHI
07468,P4,P1,ARA
07469,P2,P3,SPA
07470,P1,P2,FRE
07471,P2,P3,GER
07472,P7,P6,JPN
07473,P1,P2,GER
07475,P9,P0,HIN
07476,P3,P4,ITA
07478,P6,P5,SPA
07479,P3,P4,GER
07480,P7,P6,ITA
07481,P8,P7,TEL
07482,P6,P5,TUR
07484,P2,P3,SPA
07485,P8,P7,ARA
07486,P7,P6,HIN
07487,P3,P4,CHI
07488,P8,P7,SPA
07489,P7,P6,ARA
07491,P6,P5,ITA
07492,P8,P7,CHI
07493,P8,P7,TEL
07494,P9,P0,ARA
07496,P4,P1,KOR
07497,P3,P4,FRE
07498,P4,P1,KOR
07499,P8,P7,GER
07500,P8,P7,HIN
07501,P4,P1,JPN
07502,P8,P7,SPA
07503,P9,P0,GER
07504,P9,P0,FRE
07505,P8,P7,FRE
07506,P8,P7,FRE
07507,P2,P3,GER
07508,P1,P2,TUR
07510,P9,P0,KOR
07511,P3,P4,ARA
07512,P8,P7,CHI
07513,P8,P7,HIN
07514,P2,P3,GER
07515,P2,P3,HIN
07516,P2,P3,ITA
07517,P7,P6,TUR
07518,P3,P4,ARA
07519,P7,P6,ARA
07520,P6,P5,TEL
07522,P8,P7,FRE
07523,P9,P0,KOR
07524,P9,P0,SPA
07526,P3,P4,ITA
07527,P9,P0,GER
07528,P2,P3,JPN
07529,P7,P6,HIN
07530,P3,P4,TUR
07531,P7,P6,GER
07533,P8,P7,CHI
07535,P2,P3,FRE
07536,P8,P7,JPN
07537,P7,P6,JPN
07538,P9,P0,SPA
07539,P6,P5,CHI
07541,P4,P1,HIN
07542,P1,P2,GER
07543,P6,P5,TUR
07545,P2,P3,HIN
07546,P2,P3,SPA
07547,P8,P7,ARA
07549,P3,P4,FRE
07552,P3,P4,SPA
07553,P8,P7,HIN
07554,P9,P0,SPA
07556,P8,P7,FRE
07557,P7,P6,TEL
07558,P4,P1,JPN
07559,P2,P3,HIN
07560,P3,P4,FRE
07562,P2,P3,ARA
07564,P9,P0,SPA
07565,P9,P0,ARA
07566,P9,P0,SPA
07568,P6,P5,GER
07569,P2,P3,KOR
07570,P6,P5,TUR
07571,P8,P7,TUR
07573,P3,P4,KOR
07574,P9,P0,FRE
07575,P2,P3,ARA
07576,P9,P0,ITA
07580,P2,P3,TUR
07581,P1,P2,ITA
07582,P2,P3,HIN
07583,P9,P0,HIN
07584,P8,P7,KOR
07585,P2,P3,TUR
07586,P1,P2,KOR
07587,P4,P1,FRE
07588,P6,P5,ARA
07589,P1,P2,FRE
07590,P2,P3,CHI
07591,P3,P4,TEL
07592,P8,P7,KOR
07593,P8,P7,SPA
07595,P3,P4,SPA
07596,P3,P4,SPA
07597,P9,P0,ITA
07599,P3,P4,TUR
07600,P6,P5,TEL
07601,P3,P4,GER
07602,P1,P2,JPN
07604,P3,P4,ITA
07605,P2,P3,TUR
07607,P8,P7,ITA
07608,P9,P0,KOR
07609,P8,P7,HIN
07610,P1,P2,KOR
07611,P7,P6,ITA
07614,P1,P2,HIN
07615,P7,P6,JPN
07616,P9,P0,TUR
07617,P7,P6,HIN
07618,P9,P0,GER
07619,P1,P2,KOR
07621,P6,P5,TEL
07622,P6,P5,TEL
07623,P2,P3,TEL
07624,P7,P6,TEL
07625,P8,P7,TEL
07627,P4,P1,JPN
07628,P1,P2,GER
07630,P9,P0,KOR
07631,P7,P6,HIN
07632,P2,P3,JPN
07633,P2,P3,SPA
07635,P6,P5,FRE
07636,P6,P5,TUR
07637,P1,P2,TEL
07638,P1,P2,TEL
07640,P4,P1,CHI
07641,P8,P7,ARA
07642,P8,P7,SPA
07643,P6,P5,GER
07644,P2,P3,JPN
07645,P8,P7,HIN
07646,P9,P0,JPN
07647,P9,P0,FRE
07648,P6,P5,HIN
07650,P6,P5,ITA
07651,P7,P6,TEL
07652,P6,P5,HIN
07653,P1,P2,ITA
07654,P3,P4,ITA
07656,P3,P4,FRE
07657,P2,P3,SPA
07658,P7,P6,GER
07659,P7,P6,ITA
07661,P3,P4,ARA
07662,P1,P2,JPN
07663,P3,P4,ARA
07664,P3,P4,TUR
07666,P3,P4,JPN
07667,P6,P5,FRE
07668,P9,P0,SPA
07669,P9,P0,SPA
07670,P3,P4,ITA
07671,P3,P4,HIN
07672,P7,P6,HIN
07673,P9,P0,ARA
07674,P8,P7,SPA
07675,P4,P1,SPA
07676,P6,P5,GER
07677,P8,P7,ARA
07678,P7,P6,KOR
07679,P9,P0,GER
07680,P6,P5,TUR
07681,P6,P5,TUR
07682,P1,P2,JPN
07683,P1,P2,HIN
07684,P1,P2,SPA
07685,P6,P5,TEL
07686,P7,P6,TEL
07687,P1,P2,ITA
07688,P6,P5,TUR
07689,P8,P7,HIN
07690,P4,P1,CHI
07692,P9,P0,GER
07693,P2,P3,SPA
07694,P6,P5,ARA
07695,P6,P5,HIN
07698,P2,P3,FRE
07699,P3,P4,CHI
07700,P2,P3,KOR
07701,P8,P7,FRE
07703,P2,P3,ITA
07704,P4,P1,HIN
07705,P1,P2,KOR
07706,P8,P7,JPN
07707,P8,P7,HIN
07708,P6,P5,ARA
07709,P1,P2,GER
07710,P2,P3,TUR
07711,P2,P3,HIN
07712,P8,P7,SPA
07713,P8,P7,GER
07714,P1,P2,FRE
07716,P1,P2,GER
07717,P2,P3,FRE
07718,P2,P3,FRE
07719,P8,P7,SPA
07720,P6,P5,GER
07721,P3,P4,TEL
07722,P9,P0,JPN
07723,P7,P6,ARA
07724,P3,P4,KOR
07725,P8,P7,CHI
07726,P9,P0,FRE
07727,P8,P7,TUR
07728,P8,P7,TEL
07729,P6,P5,SPA
07730,P8,P7,TUR
07731,P2,P3,FRE
07732,P7,P6,JPN
07734,P2,P3,ITA
07735,P7,P6,CHI
07736,P3,P4,TUR
07737,P1,P2,CHI
07738,P1,P2,SPA
07739,P6,P5,ARA
07740,P8,P7,GER
07741,P1,P2,ITA
07742,P1,P2,KOR
07743,P8,P7,HIN
07744,P7,P6,HIN
07746,P1,P2,CHI
07749,P7,P6,TEL
07750,P3,P4,ITA
07751,P9,P0,TUR
07752,P1,P2,SPA
07754,P1,P2,KOR
07755,P2,P3,GER
07757,P6,P5,FRE
07758,P2,P3,ITA
07759,P9,P0,CHI
07761,P2,P3,ITA
07763,P2,P3,ARA
07765,P4,P1,SPA
07767,P1,P2,JPN
07768,P6,P5,ARA
07769,P6,P5,CHI
07770,P3,P4,GER
07771,P2,P3,HIN
07772,P2,P3,CHI
07773,P7,P6,TEL
07774,P1,P2,TUR
07775,P1,P2,ARA
07776,P8,P7,HIN
07777,P9,P0,ARA
07779,P8,P7,JPN
07780,P7,P6,KOR
07782,P7,P6,CHI
07784,P7,P6,KOR
07785,P3,P4,TEL
07786,P2,P3,KOR
07787,P7,P6,ARA
07789,P7,P6,ARA
07790,P8,P7,SPA
07791,P7,P6,FRE
07792,P8,P7,JPN
07793,P3,P4,FRE
07794,P8,P7,ITA
07796,P7,P6,KOR
07798,P2,P3,TEL
07799,P9,P0,JPN
07800,P1,P2,HIN
07801,P8,P7,FRE
07802,P2,P3,JPN
07803,P4,P1,CHI
07804,P1,P2,TEL
07805,P9,P0,ITA
07806,P6,P5,CHI
07807,P9,P0,JPN
07809,P1,P2,FRE
07812,P4,P1,GER
07813,P1,P2,TUR
07814,P9,P0,JPN
07815,P2,P3,JPN
07818,P3,P4,HIN
07819,P4,P1,CHI
07820,P3,P4,TEL
07821,P2,P3,KOR
07822,P8,P7,TEL
07823,P3,P4,SPA
07824,P3,P4,HIN
07825,P2,P3,TEL
07826,P9,P0,SPA
07827,P3,P4,TUR
07828,P8,P7,SPA
07829,P1,P2,HIN
07830,P8,P7,GER
07831,P6,P5,SPA
07832,P8,P7,CHI
07833,P1,P2,FRE
07834,P2,P3,TEL
07836,P1,P2,CHI
07837,P3,P4,CHI
07838,P2,P3,SPA
07840,P2,P3,KOR
07841,P2,P3,ARA
07842,P7,P6,ARA
07843,P2,P3,FRE
07844,P9,P0,HIN
07845,P4,P1,JPN
07847,P7,P6,TEL
07848,P4,P1,ITA
07849,P2,P3,FRE
07850,P6,P5,JPN
07851,P9,P0,GER
07852,P6,P5,HIN
07853,P3,P4,GER
07854,P8,P7,GER
07855,P6,P5,TEL
07857,P9,P0,FRE
07858,P3,P4,JPN
07859,P6,P5,HIN
07860,P8,P7,HIN
07861,P6,P5,ITA
07862,P6,P5,CHI
07864,P9,P0,CHI
07866,P7,P6,CHI
07868,P7,P6,GER
07869,P7,P6,CHI
07870,P3,P4,FRE
07871,P7,P6,ARA
07872,P7,P6,HIN
07873,P9,P0,CHI
07875,P1,P2,TUR
07876,P2,P3,TEL
07877,P2,P3,JPN
07878,P7,P6,TEL
07879,P7,P6,TEL
07880,P6,P5,ITA
07881,P3,P4,TUR
07882,P3,P4,JPN
07883,P1,P2,ARA
07885,P3,P4,FRE
07887,P2,P3,ITA
07888,P8,P7,FRE
07889,P2,P3,FRE
07891,P9,P0,FRE
07894,P2,P3,TEL
07895,P4,P1,ARA
07896,P6,P5,CHI
07897,P7,P6,KOR
07898,P6,P5,ARA
07900,P9,P0,TUR
07901,P4,P1,CHI
07902,P6,P5,TEL
07904,P4,P1,CHI
07905,P1,P2,TUR
07906,P6,P5,ARA
07907,P2,P3,FRE
07908,P4,P1,JPN
07909,P1,P2,SPA
07910,P9,P0,TUR
07911,P7,P6,HIN
07912,P4,P1,KOR
07913,P4,P1,TEL
07914,P7,P6,ITA
07915,P4,P1,KOR
07916,P2,P3,FRE
07917,P8,P7,HIN
07918,P3,P4,CHI
